screen_name,created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
IDV_EC,2023-02-01T22:45:07Z,1.62092E+18,1.62092E+18,"La fiesta del IDV Fan Fest, la pone San Andrés y Carla Ribadeneira 👇 No te lo pierdas 😉
🗓 3 de Febrero 
⚽ #IDV 🆚 @GuayaquilCityFC
 🕺Pre Game Show 1745🎮  
🏟 #EstadioBancoGuayaquil 
🎟️ General 3 USD 🎟️  Tribuna 5 USD 🎟️ Palco 8 USD https://t.co/vt8evLHGN9","La fiesta del IDV Fan Fest, la pone San Andrés y Carla Ribadeneira 👇 No te lo pierdas 😉
🗓 3 de Febrero 
⚽ #IDV 🆚 @GuayaquilCityFC
 🕺Pre Game Show 1745🎮  
🏟 #EstadioBancoGuayaquil 
🎟️ General 3 USD 🎟️  Tribuna 5 USD 🎟️ Palco 8 USD https://t.co/vt8evLHGN9",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6,27,FALSE,NA,FALSE,NA,es,FALSE,NA,229,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDV_EC,2023-02-01T20:48:13Z,1.62089E+18,1.62089E+18,"Además, entre nuestros 4 ganadores, sortearemos un Meet &amp; Greet🤯 ¡Para que puedas conocer a tus ídolos del campeón sudamericano!🏆

¡Recuerda que clientes de @BancoGuayaquil que envíen una captura de la pantalla inicial de su app tienen más posibilidades de ganar!💪","Además, entre nuestros 4 ganadores, sortearemos un Meet &amp; Greet🤯 ¡Para que puedas conocer a tus ídolos del campeón sudamericano!🏆

¡Recuerda que clientes de @BancoGuayaquil que envíen una captura de la pantalla inicial de su app tienen más posibilidades de ganar!💪",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.62089E+18,1.62089E+18,468586302,468586302,IDV_EC,,,,NA,FALSE,1,11,FALSE,NA,FALSE,NA,es,NA,NA,268,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDV_EC,2023-02-01T20:48:12Z,1.62089E+18,1.62089E+18,"⚽️¡Ven al estadio gracias a @BancoGuayaquil! 🏟️

Responde nuestra trivia con el hashtag #EstadioBancoGuayaquil y participas en el sorteo de entradas🎟️ al  #IDVFanFest 🎉 para ti y cuatro acompañantes, para que asistas con tu familia o amigos 🙌. https://t.co/WsZ8DB7j6r","⚽️¡Ven al estadio gracias a @BancoGuayaquil! 🏟️

Responde nuestra trivia con el hashtag #EstadioBancoGuayaquil y participas en el sorteo de entradas🎟️ al  #IDVFanFest 🎉 para ti y cuatro acompañantes, para que asistas con tu familia o amigos 🙌. https://t.co/WsZ8DB7j6r",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,17,53,FALSE,NA,FALSE,NA,es,FALSE,NA,243,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDV_EC,2023-02-01T18:40:31Z,1.62E+18,1.62085E+18,Bienvenido @ToyotaEcuador 🫶💙🖤 https://t.co/51k1r2PnfC,Bienvenido @ToyotaEcuador 🫶💙🖤 https://t.co/51k1r2PnfC,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,9,113,FALSE,NA,FALSE,NA,es,FALSE,NA,29,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDV_EC,2023-02-01T18:19:34Z,1.62085E+18,1.62085E+18,Probando el Auspicio @ToyotaEcuador 🤪🫣🫶 https://t.co/qOkaUimx0b,Probando el Auspicio @ToyotaEcuador 🤪🫣🫶 https://t.co/qOkaUimx0b,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4,46,FALSE,NA,FALSE,NA,es,FALSE,NA,39,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDV_EC,2023-02-01T18:15:07Z,1.62085E+18,1.62085E+18,Franklin Tello hace la entrega simbólica de la Camiseta (falta que vean la Oficial el viernes 🤝😉) con la marca Toyota 💙🖤🫶 y ellos nos dieron un 🚘🥳 https://t.co/olUknjjret,Franklin Tello hace la entrega simbólica de la Camiseta (falta que vean la Oficial el viernes 🤝😉) con la marca Toyota 💙🖤🫶 y ellos nos dieron un 🚘🥳 https://t.co/olUknjjret,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,10,83,FALSE,NA,FALSE,NA,es,FALSE,NA,146,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDV_EC,2023-02-01T18:05:33Z,1.62085E+18,1.62085E+18,"Bienvenido TOYOTA a la Familia #IDV .
Bienvenido a #UnClubDiferente https://t.co/9OTycezv9e","Bienvenido TOYOTA a la Familia #IDV .
Bienvenido a #UnClubDiferente https://t.co/9OTycezv9e",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6,70,FALSE,NA,FALSE,NA,es,FALSE,NA,67,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDV_EC,2023-02-01T17:57:36Z,1.62E+18,1.62084E+18,"Rueda de Prensa Bienvenida nuevo Socio Estratégico 🫶🤝

https://t.co/6FNrDCuxn2","Rueda de Prensa Bienvenida nuevo Socio Estratégico 🫶🤝

https://t.co/6FNrDCuxn2",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,7,FALSE,NA,FALSE,NA,es,FALSE,NA,78,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDV_EC,2023-02-01T16:53:47Z,1.62E+18,1.62083E+18,@serbarla @GuayaquilCityFC Obvio SI!!! https://t.co/vF0BwXcbsk,@serbarla @GuayaquilCityFC Obvio SI!!! https://t.co/vF0BwXcbsk,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.62E+18,1.62082E+18,73504826,73504826,serbarla,,,,NA,FALSE,0,1,FALSE,NA,FALSE,NA,es,FALSE,NA,38,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDV_EC,2023-02-01T15:12:02Z,1.6208E+18,1.6208E+18,"🎂 Feliz Cumpleaños Tío Pelle 1️⃣6️⃣  🥳 
👇 Envíale un gran saludo 👇 https://t.co/ebTd7g2WHR","🎂 Feliz Cumpleaños Tío Pelle 1️⃣6️⃣  🥳 
👇 Envíale un gran saludo 👇 https://t.co/ebTd7g2WHR",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,17,192,FALSE,NA,FALSE,NA,es,FALSE,NA,66,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
